Nama Produk,Kategori,Merk,Stok,Satuan,Harga Beli (HPP),Harga Jual,SKU
Buffer Citrate pH 4-7 50 ML,CAIRAN REAGEN,,11,Botol,12000,28000,
TEOS / Tetraethyl Orthosilicate PA Eceran,CAIRAN PRO ANALIS,,1,ml,4500,9000,
Minyak Gondopuro / Methyl Salicylate 50ml,,,9,Botol,400,10000,
Minyak Serai / Sereh 50 ml,,,32,Botol,3000,8000,
Citric Acid / Asam Sitrat Teknis 500 gr,PADATAN TEKNIS,,1,Pack,20000,40000,
Chitosan / Kitosan medium molecular weight Sigma Aldrich 50gr,PADATAN PRO ANALIS,,1,Pack,1,2264000,
Chitosan / Kitosan medium molecular weight Sigma Aldrich 50gr,PADATAN PRO ANALIS,,1,Pack,1,2264000,
Ethanol PA MERCK Eceran,CAIRAN PRO ANALIS,,439,ml,268,1000,
Kertas Stiker Glossy A4,ATK,,5,Pack,18000,27000,
Methyl Red Indicator AR Smartlab 25gr,PRO ANALIS,A-2130,1,Botol,"530302,5",735000,
Masker Bedah Karet White OneMed (50 pcs),,,8,Box,"13786,2",16000,
Ethanol 70% PA 50 ML,CAIRAN PRO ANALIS,,1,Botol,9800,19000,
"HCL 0,2 M/N",,,98,Liter,25000,65000,
Pewaktu Ketik tanpa Tumpakan Berpenjepit FME 66,ALAT,,1,Set,293000,427000,
TLC Plastic Sheets Silica Gel 60 F254 (20*20cm),,1.057.350.001,2,Pack,2897100,3853000,
"10,01 Set Buffer Powder PH Meter Solution - Biru Muda",,,9,Pcs,11000,17000,
Kalium Iodat / Potassium Iodate KIO3 PA,PADATAN PRO ANALIS,,33,Gram,10000,13500,
Box Kotak Rak Blue Tips,,,1,Pack,60000,75000,
"EDTA 3,8% 10 ML PA",,,145,Botol,3000,8000,
"Sodium Aluminate SIGMA 2,5 Kg, technical, anhydrous",,13404-2.5KG-R,1,Botol,2375400,2970000,
Zinc Sulphate Heptahydrate SMARTLAB 1 Kg,,A-2100,1,Botol,"746752,5",1035000,
a-Naphthaleneacetic Acid NAA Himedia 25 gram,,PCT0809-25G,1,Botol,355200,462000,
D-Biotin HIMEDIA 1 gr,,PCT0201-1G,1,Botol,559440,728000,
Nicotinic Acid (Niacin) HIMEDIA 100 gr,,PCT210-100G,1,Botol,488400,635000,
Phyridoxine Hydrochloride (Vit B6) HIMEDIA 25 gr,,PCT0212-25G,1,Botol,532800,693000,
Formaldehydi solution / Resin keruh,CAIRAN PRO ANALIS,,323,ml,100,1600,
Ammonium Heptamolybdate 4 hydrate MERCK 250 gr,,1.011.820.250,1,Botol,2530800,3365000,
Diethyl Ether AR SMARTLAB (Perkursor) 50 ml,,,10,Botol,17430,34000,
Potassium Iodide MERCK 1 Kg,,1.050.431.000,2,Botol,3290040,4375000,
"Acetic Acid 100% MERCK 2,5 Ltr",,1.000.632.500,1,Botol,572760,802000,
Ammonia PA 250 ml / Amonium Hidroksida NH3 / NH4OH,CAIRAN PRO ANALIS,,7,Botol,45000,120000,
Silica Gel 60 (0.063-0.200mm) MERCK 107734 1KG,PADATAN PRO ANALIS,,1,Pack,3470000,4085000,
Pipa Ulir cabang 1 & 2 Custom,GLASSWARE,,1,Set,850000,1180000,
Titrisol Potassium Standard Solution MERCK,CAIRAN PRO ANALIS,1.099.240.001,1,Pack,891330,1248000,
Titrisol Calcium Standard Solution MERCK,CAIRAN PRO ANALIS,1.099.430.001,1,Pack,886890,1242000,
"Petroleum Benzine 40-60 C MERCK 2,5 L",CAIRAN PRO ANALIS,1.017.752.500,1,Botol,660672,925000,
Sodium Hydroxide Pellets 0.02% MERCK 1 Kg,PADATAN PRO ANALIS,1.064.691.000,1,Botol,885780,1240000,
Potassium Oxonat Sigma / Potasium Oxonate PA Eceran,PADATAN PRO ANALIS,,1,Gram,425000,525000,
Lead (II) Oxide MERCK 250 gram,,1.074.012.500,1,Botol,3132864,4387000,
Sodium Carbonate Decahydrate MERCK 1000 gr,,1.063.911.000,1,Botol,1195470,1674000,
Calcium Oxide from Marble MERCK Small Lumps 1 Kg,,1.021.091.000,1,Botol,1359306,1904000,
Erlenmayer HERMA 300 mL,,,4,Pcs,38000,57000,
Automatic Water Still 4 L Daihan-L,ELEKTRONIK,LWD-3004,1,unit,32190000,41847000,
"Iodine 0,1% 500 ml",CAIRAN PRO ANALIS,,1,Botol,22000,60000,
Calcium Carbonate / CaCO3 Teknis 100 gr,,,1,Pack,2000,10000,
Potassium Oxonat Sigma / Potasium Oxonate PA 10mg,PADATAN PRO ANALIS,,6,Pack,4200,10000,
Polysorbate 80 / Tween 80 PA 50 ml,CAIRAN PRO ANALIS,,3,Botol,79000,145000,
Menthol Kristal Eceran,,,222,Gram,370,800,
Acetic Acid Glacial PA 55 ml,CAIRAN PRO ANALIS,,9,Botol,9300,27000,
HNO3 1 M PA 50 ML,CAIRAN PRO ANALIS,,9,Botol,8000,20000,
Phenol disulfonic acid / Fenol disulfonik Eceran,CAIRAN PRO ANALIS,,1,ml,15500,30000,
Acetylcholinesterase from Electrophorus electricus C2888-500UN,,,1,Botol,2215560,2495000,
"Eugenol ReagentPlus, 99% E51791-100G",,,1,Botol,1051392,1184000,
DCC 99%,,,1,Botol,572760,645000,
SIGMA-ALDRICH Ethylenediamine for synthesis 500ML,CAIRAN PRO ANALIS,,1,Botol,588522,1087000,
"3,Chloroperbenzoic Acid <77% (Aldrich) 273031-25G",,,1,Botol,1104672,1244000,
"Chitosan, Medium molecular weight 448877-50G",,,1,Botol,1894992,2134000,
"Vanadium(II) Chloride, 97%",,,1,Botol,2862912,3224000,
PPN Pembelian,#NAME?,,10,PAKET,510000,515000,
Magnesium Standard 1000 MG,,1.099.490.001,1,Pack,999000,1500000,
Fucoidan from Undaria pinnatifida 95% SIGMA 500mg,,F8315-500MG,1,Botol,3690528,4613000,
Floroglusinol Merck,,,1,Botol,1014540,1444000,
Methyl Red (C.I. 13020) Indicator MERCK,PADATAN PRO ANALIS,1.060.760.100,1,Pack,3844152,5772000,
Phosphate IC-STD Titrisol 1000 mg,CAIRAN PRO ANALIS,1.098.700.001,1,Pack,974358,1463000,
Ammonium Flouride MERCK 250 gr,PADATAN PRO ANALIS,1.011.640.250,1,Pack,1343322,2017000,
Selenium Reagent Mixture GR MERCK 1000 gr,PADATAN PRO ANALIS,1.080.301.000,2,Pack,1665666,2501000,
Perchloric Acid 60% for Analysis MERCK 1 L,CAIRAN PRO ANALIS,1.005.181.016,6,Botol,2682537,4028000,
Lanthanum 3 Chloride Heptahydrate MERCK 250 gram,PADATAN PRO ANALIS,1.122.190.250,1,Pack,4071258,6113000,
Methanol for Analysis MERCK 1 L,CAIRAN PRO ANALIS,1.060.091.000,3,Botol,194250,298000,
Potassium Iodate MERCK 500 gr,PADATAN PRO ANALIS,1.050.510.500,1,Pack,3496500,5250000,
Sodium Dihydrogen Phosphate Dihydrate MERCK 250 gr,PADATAN PRO ANALIS,1.063.420.250,1,Pack,862470,1295000,
Zinc Sulfate Heptahydrate MERCK 500 gr,PADATAN PRO ANALIS,1.088.830.500,1,Pack,856476,1286000,
Nickel (II) Chloride Hexahydrate MERCK,PADATAN PRO ANALIS,1.067.170.250,1,Pack,1361970,2045000,
Iron (II) Sulfate Heptahydrate MERCK 500 gr,PADATAN PRO ANALIS,1.039.650.500,1,Pack,1333332,2002000,
Glycine GR MERCK 100 gram,PADATAN PRO ANALIS,1.042.010.100,1,Pack,464202,697000,
Sulphuric Acid Solution 0.1N Smartlab,CAIRAN PRO ANALIS,A-1092 A,1,Botol,551670,816000,
"Nitric Acid 65% SMARTLAB @2,5 ltr",,A-1063 B,2,Botol,739537,1088000,
Potassium Sulphate SMARTLAB @1 Kg,PADATAN PRO ANALIS,A-2043,3,Botol,714285,1107000,
Phenolphthalein Indicator SMARTLAB @25 gr,PADATAN PRO ANALIS,A-2046,1,Botol,384615,553000,
Ammonium Chloride MERCK @500 gr,PADATAN PRO ANALIS,1.011.450.500,1,Pack,562326,810000,
Bromocresol Green Indicator MERCK @5 gr,PADATAN PRO ANALIS,1.081.210.005,1,Pack,2394048,3447000,
Kalium Dichromate MERCK @500 gr,,1.048.640.500,1,Pack,2500053,3600000,
Botol vial 7 ml Gelap,BOTOL,,13,Pcs,700,1500,
Botol vial  5 ml Gelap,,,11,Pcs,550,1000,
Amilose / Amilosa / Amylosa PA 50 MG,PADATAN PRO ANALIS,,1,Pack,425000,450000,
Selang Silikon OD 9mm * ID 6 mm D&N Germany,ALAT,DN.3100609,6,meter,68376,95000,
Labu Ukur Tutup Kaca HERMA 10 ml,GLASSWARE,H.81621A-10,13,Pcs,42402,50000,
Corong Kaca HERMA 60 mm,GLASSWARE,H.81504-60,2,Pcs,23421,30000,
Citric Acid / Asam Sitrat Teknis 100 GR,PADATAN TEKNIS,,20,Pack,4000,10000,
NAOH 6 M PA 100 ML,,24 gram,8,Botol,6000,30000,
Asam Borat 2% 300ML TK,,,10,Botol,6000,35000,
NaOH 30% 300 ML TK,,,9,Botol,3000,22000,
"CuSo4 0,1 % PA 1 Liter",,,94,Botol,12000,25000,
Sodium Hypochloride / Chlorine 12% NaOCl Teknis 250 ml,,,10,Botol,250,13000,
KOH 6M PA 100ML,CAIRAN REAGEN,,11,Botol,16000,52000,
Petroleum Ether PA 500 ml,CAIRAN PRO ANALIS,,9,Botol,91000,200000,
"Timbal (II) nitrat Pb(NO3)2 0,1 M 200 ml",LARUTAN REAGENT,,1,Botol,20000,45000,
Kondensor spiral 53cm Spiral 40 cm NS 29/32,GLASSWARE,,1,Pcs,275000,385000,
"Kalium kromat K2CrO4 0,1 M 200 ml",LARUTAN REAGENT,,1,Botol,30000,70000,
"Asam Nitrat / Nitric Acid / HNO3 0,1 N 200 ml",CAIRAN REAGEN,,1,Botol,4000,20000,
Benzaldehyde for Synthesis 1 L,SIGMA,8.017.561.000,1,Pack,894438,1490000,
"Kalium Iodida KI 0,5 M 200 ml",LARUTAN REAGENT,,1,Botol,40000,110000,
"Mercury (II) Chloride HgCl2 0,5 M 200 ml",LARUTAN REAGENT,,1,Botol,60000,165000,
"Kalium ferosianida K4 Fe(CN)6 0,05 M 200 ml",LARUTAN REAGENT,,1,Botol,8000,35000,
"Kalium Thiocyanat KSCN 0,1 M 200 ml",LARUTAN REAGENT,,1,Botol,8000,20000,
Acetic Acid Glacial PA 1% 100 ml,,,5,Botol,3000,15000,
CMC Food Grade 100 gr,,,11,Pack,21500,42000,
Sodium Perchlorate Monohydrate NaCIO4.H2O,PADATAN PRO ANALIS,,1,100 gr,1457500,1725000,
Botol Selai / Botol Jar 124 ml,,,10,Pcs,5500,7500,
Jangka Sorong / Digital Caliper MOLLAR 150 mm,ELEKTRONIK,,2,unit,69456,100000,
Dimethyl Sulfoxide Puriss. PA SIGMA ALDRICH 500 ml,SIGMA,41640-500ML,1,Botol,3285600,4730000,
Sodium acetate trihydrate CH3COONa.3H2O PA Eceran,PADATAN PRO ANALIS,,1,Gram,2300,3800,
Laboratory Botol SCHOTT DURAN 2000 ml,GLASSWARE,D.218016357,1,Pcs,205350,295000,
Phloroglucinol MERCK 25 gr,PADATAN PRO ANALIS,1.070.690.025,1,Pack,1013541,1420000,
Paket Antar,,,2,unit,5000,7000,
"Kasein / Caseine 0,5 % 50 ml",,,9,Botol,5000,18000,
Isopropanol / Isopropil Alkohol Teknis 250ml,,,10,Botol,8000,18000,
Air Mawar,,,89,ml,50,200,
Aquadest 2 L + Jerigen,,,15,Pack,6000,14000,
Nelson B 50 ml,,,11,Botol,40000,80000,
Adaptor Labu Jantung Destilasi Fraksional,GLASSWARE,,1,Set,300000,345000,
"Buffer Tris HCL 0,2M 50 ml",,,10,Botol,10000,50000,
Kasein / Caseine 1 % 50 ml,LARUTAN REAGENT,,10,Botol,4000,25000,
Ethanol 96% PA,CAIRAN PRO ANALIS,,10,Liter,130000,340000,
Tripolyphosphate 1% 100ml,,,6,Botol,3000,25000,
Sulphuric Acid / H2SO4 PA 1% 100 ml,CAIRAN PRO ANALIS,,10,Botol,2500,15000,
Calcium D-Panthothenate 25gr,PADATAN PRO ANALIS,PCT0202-25G,1,Botol,532800,799000,
Tin (II) Chloride Dihydrate SMARTLAB @1 Kg,PADATAN PRO ANALIS,A-2176,1,Botol,4292925,5950000,
Di-Sodium Tetraborate Decahydrate SMARTLAB @1 Kg,PADATAN PRO ANALIS,A-2140,1,Botol,1190475,1650000,
Buffer KCl pH custom 1-3 100 ml,,,1,Botol,25000,70000,
"Buffer Na Asetat pH 4,5 100�mL",,,1,Botol,15000,50000,
HCL 2%,,,320,ml,50,1000,
HCL 1 N,,,98,ml,50,500,
Sulphuric Acid 98% / H2SO4,,,111,ml,10,800,
Sulphuric Acid 98% / H2SO4 PA,,,159,ml,267,1800,
HCL Pekat / Hydrochloric Acid 37%,,,101,ml,20,800,
Botol Vial 5 ml Gelap,BOTOL,,1,Pcs,500,1000,
Acetone PA 80% 100 ml,CAIRAN PRO ANALIS,,5,Botol,16000,45000,
Asam Asetat 1% PA 100 ml,,,5,Botol,4000,10000,
Tirosin / L-Tyrosine for biochemistry Eceran,PADATAN PRO ANALIS,,1,Gram,101000,125000,
DNS / 3.5 Dinitro Salicylic Acid 2 % 100 ml,LARUTAN REAGENT,,1,Gram,100000,185000,
Denstrak plus Kondensor Alihn,GLASSWARE,,1,Set,550000,755000,
Toluene PA / AR,,,1,Liter,195000,325000,
Pereaksi Libermann Burchard Eceran,LARUTAN REAGENT,,101,ml,1000,3500,
Perchloric Acid PA,CAIRAN PRO ANALIS,,845,ml,2680,6500,
LAKTOSA / SACCHARUM LACTIS 500 GRAM,,,1,Botol,49800,67000,
Shea Butter 100 gr,,,33,Pack,16800,50000,
Spherical Pinch Clamp Joint Holder Clip Lab Stainless Steel / Clamp Boiling Joint No. 35 Diameter 31 mm,,,1,Pcs,77000,155000,
Oryzalin SIGMA ALDRICH 100mg,SIGMA,36182-100MG,1,Botol,1760904,2280000,
Dimethyl Sulfoxide Puriss. PA SIGMA ALDRICH 100 ml,SIGMA,41640-100ML,1,Botol,1858584,2416000,
Sodium Thiosulfate Pentahydrate Merck 1000 gr,PADATAN PRO ANALIS,1.065.161.000,3,Botol,815850,1262000,
Corong Kaca PYREX 90 mm,,,1,Pcs,23000,44000,
"Tutup karet tabung reaksi 1,7 mm",,,31,Pcs,1000,3500,
Sukrosa 24% 1 L,,,20,Botol,1,550000,
MRS HiVeg Broth HIMEDIA @500gr,PADATAN PRO ANALIS,MV369,1,Botol,1204350,1625000,
Isopropanol / Isopropil Alkohol Teknis,,,223,ml,25,200,
EDTA 10% Eceran,CAIRAN REAGEN,,40,ml,200,1200,
Glass Stopper no 9,,,10,pcs,15000,20000,
Resazurin SIGMA ALDRICH 5gr,PADATAN PRO ANALIS,R7017-5G,1,Pack,2077920,2722000,
Sulphuric Acid 98% / H2SO4 PA 80 ML,CAIRAN PRO ANALIS,,9,Botol,20000,85000,
Camphora / Kamper 100 gr,,,5,Pack,13500,30000,
"Agarose special, Low EEO, For Molecular Biology",,,22,Gram,15400,27000,
"Agarose Vivantis, Molecular Biology Grade, 100g",,,1,Botol,1750000,2187500,
Menthol Kristal 700 gr,,,1,Pack,255000,360000,
Kapsul Kosong 3,DISPOSABLE,,1,Pack,50000,62000,
Ethanol PA 70%,CAIRAN PRO ANALIS,,9,Liter,12000,290000,
Leica Paraplast Regular 1 Kg,DISPOSABLE,39601006,3,bag,344100,516000,
Ethanol 96% PA SL,CAIRAN PRO ANALIS,,1,"2,5 L",325000,780000,
Ethanol 70% Teknis 100 ml,,,10,Botol,1300,8000,
Myo Inositol for Biochemistry MERCK 50 gr,PADATAN PRO ANALIS,1.045.070.050,2,Pack,819180,1150000,
Sodium Tetraborate Decahydrate Hi-AR/ACS 500 gr,,GRM3969-500G,1,Pack,447000,604000,
Immersion Oil MERCK Repack 50 ml,CAIRAN PRO ANALIS,1.04699.E050,1,Botol,253000,379000,
Fecl2 0.02M 100 ML,,,1,Botol,5000,25000,
Ethanol PA SL 250 ML,CAIRAN PRO ANALIS,,32,Botol,34000,95000,
Kalium Sulfat / Potassium Sulfate / K2SO4 PA Eceran,PADATAN PRO ANALIS,,796,Gram,850,4000,
Larutan Trichloroacetic Acid TCA 20 % 10 ml,LARUTAN REAGENT,,7,Botol,13000,25000,
Indigosol Biru O4B 50 gr,,,1,Pack,35000,65000,
Tris Base (MB Grade) HIMEDIA 500 gr,PADATAN PRO ANALIS,MB029-500G,1,Pack,1450000,1950000,
Larutan Hayem,,,340,ml,10,700,
Botol Plastik 50 ml Gelap,,,1,Pcs,1700,2500,
Buret Teflon Stopcock Clear 50 ML IWAKI,GLASSWARE,2103BURET50S,1,Pcs,1302750,1820000,
Potassium Carbonate Anhydrous / Kalium Carbonat / K2CO3 PA Eceran,PADATAN PRO ANALIS,,195,Gram,260,3500,
Ongkir Tulungagung,,,9,Kg,8000,8000,
Ethanol 50% Teknis,,,10,Liter,11000,28000,
4 In 1 Soil Survey Instrument,ELEKTRONIK,,1,unit,60000,80000,
Ninhydrin Merck / Ninhidrin PA Eceran,,,32,ml,370,1000,
Enzim Alpha Amylase / Alfa Amilase / a-Amylase,,,1,Gram,8500,12000,
Indikator Methyl Red 50 ml,,,9,Botol,3000,23000,
Magnetic Stirrer Hot Plate 5L SH-4,ALAT,,1,Set,3550000,3995000,
Fruktosa Oligosakarida FOS 100 ML,,,4,Botol,11100,18000,
"Trolox / 6 Hydroxy 2, 5, 7, 8 Tetramethylchroman 2 PA",PADATAN PRO ANALIS,,1,"8,33 mg",58500,78500,
Sodium Alginat Food Grade 100 Gram,,,10,Pack,50000,105000,
Calcium Lactate Food Grade 100 gram,,,1,Pack,18000,25000,
Sukrosa Teknis 500 gr,,,11,Pack,8000,16000,
Skim Milkn Powder / Susu Skim 500 gr,,,1,Pack,40000,70000,
Jarum Ose Bulat Alumunium,,,7,Pcs,5500,10000,
"Larutan AgNO3 0,0141 N",,,10,Botol,132000,290000,
Na Fisiologis 30 ML,,,99,Botol,1,7000,
Sodium Hydroxide Pellets NaOH PA Merck Eceran,PADATAN PRO ANALIS,,556,Gram,582,1500,
CALCIUM OXIDE (CaO) Kapur Tohor 100 gram,,,10,Pack,16000,26000,
NaOH 6 M Merck 500 ML,CAIRAN REAGEN,,10,Botol,72000,145000,
PEG 400 / Polyethylene Glycol 400,CAIRAN TEKNIS,,1,20 liter,1297000,2160000,
Activated Charcoal SIGMA ALDRICH 500 GR,SIGMA,C9157-500G,1,Pack,1317792,1712998,
"Trolox / 6 Hydroxy 2, 5, 7, 8 Tetramethylchroman 2 PA",,,1,25 mg,174000,235000,
Sumbat Karet no 6 Putih,,,1,Pcs,10000,20000,
Perchloric Acid PA 50 ml,CAIRAN PRO ANALIS,,18,Botol,134000,250000,
"H2SO4 0,5 M 100 ML",CAIRAN TEKNIS,,30,Botol,3000,10000,
Tin (II) Chloride Dihydrate 1 KG AR,PADATAN PRO ANALIS,,1,Pack,4292925,4675000,
Pipa Kaca U diameter 16 mm,GLASSWARE,,2,Pcs,23000,34000,
Dimethyl Carbonate 99% for Synthesis 500 ML,CAIRAN PRO ANALIS,,1,Botol,550000,840000,
Quercetin 50 mg Sigma Aldrich,,,7,Pack,6300,48000,
Magnetic Stirrer Bar Lokal 8 cm,,,1,Pcs,70400,88000,
Tetrahidrofuran / Tetrahydrofuran C4H2O THF 50 ml,CAIRAN PRO ANALIS,,30,Botol,75000,120000,
HCO /PEG-40 Hydrogenated Castor Oil 100 ml,CAIRAN TEKNIS,,33,Botol,8800,18000,
Larutan Hayem 100 ml,,,32,Botol,10000,49000,
Oleum Cacao  / Cacao Butter / Lemak Coklat Deodorized 50 gr,PADATAN TEKNIS,,33,Pack,24000,35000,
Oleum Cacao  / Cacao Butter / Lemak Coklat Deodorized 100 gr,,,30,Pack,47700,65000,
"Sodium Lignosulfonat Origin Domsjo,�Sweden",,,1,100 gr,13000,37000,
Isopropanol / Isopropil Alkohol Teknis 100ml,CAIRAN TEKNIS,,10,Botol,4000,10000,
Acetic Acid Glacial PA 60% 100 ml,CAIRAN PRO ANALIS,,7,Botol,10000,33000,
Asam Asetat : Chloroform 3:2 PA 100 ml,CAIRAN PRO ANALIS,,2,Botol,12000,70000,
Mac Conkey Broth MCB PA Eceran,PADATAN PRO ANALIS,,435,Gram,2300,9000,
Boric Acid / H3BO3 Teknis 100 Gram,,,10,Pack,13140,25000,
H2O2 PA / Hydrogen Peroxide Soln 10% 10 ML,,,19,Vial,3770,8000,
"Sodium Thiosulfate / Na2S2O3 0,01 N 500ML",LARUTAN REAGENT,4 GR,11,Botol,7000,50000,
Reagen Nessler 25 ml,,,10,Botol,13000,65000,
Ethanol 70% PA,CAIRAN PRO ANALIS,,1,"2,5 L",400000,700000,
Potassium Hydroxide / KOH Teknis 250 gr,PADATAN TEKNIS,,10,Pack,13000,35000,
Stearic Acid / Asam Stearat Teknis 250 gr,PADATAN TEKNIS,,9,Pack,11500,22000,
Adapter Evaporator Panjang 22 cm�Ns�29�/32,GLASSWARE,,1,Pcs,80000,145000,
Potassium Permanganat KMnO4 ** 100 gr,,,8,Pack,13600,80000,
Urea PA / Carbamide / Karbamid / CO(NH2)2 250 GR,,,9,Pack,5000,245000,
Acetone C3H6O AR Eceran,CAIRAN PRO ANALIS,,327,ml,183,2000,
Potassium Hydroxide / KOH Teknis 800 gr,PADATAN TEKNIS,,9,Pack,40000,55000,
"EDTA 3,8% 100 ml",,,11,Botol,6750,45000,
"Na sitrat 3,2% 50ml | Sodium citrate PA",LARUTAN REAGENT,,7,Botol,2500,18000,
Reagen Turk 50 ml,LARUTAN REAGENT,,9,Botol,1500,12000,
Centrimide (CTAB) Himedia - MB101-100G,,,1,Botol,603840,885000,
HCL PA 1 N / HYDROCHLORIC ACID,CAIRAN PRO ANALIS,,1,1 L,27000,510000,
Kultur murni/Isolat bakteri Streptococcus mutans,,,1,Dish,290000,450000,
Kultur murni Lactobacillus acidophilus,,,1,Dish,300000,450000,
Thermometer Alkohol Laboratorium 0~200�C,,,3,Pcs,29000,35000,
Acetone PA 100 ml,,,5,Botol,18000,55000,
HNO3 1 M Teknis,,"Butuh 63,3 ml",95,Liter,4000,40000,
Reagent Kovac's Indole pesanan,,,5,ml,7000,13000,
Ovalet / Pot Film Tutup Putih,,,99,Pcs,650,1000,
NaOH 0.1131�N 100 ML,,,10,Botol,2100,18000,
HCL PA 2 N / HYDROCHLORIC ACID 50 ml,,,1,Botol,5000,30000,
Gliserol Teknis 10 % 50 ml,,,10,Botol,3000,7000,
Micropipette 20 200 ul DRAGON LAB,,,1,Pcs,555400,635000,
"CaCl2 0,075 M PA 100 ml",LARUTAN REAGENT,,10,Botol,2733,35000,
NaCl 3 M PA 50 ml,LARUTAN REAGENT,,10,Botol,7500,35000,
Larutan TCA 4 % PA 10 ml,LARUTAN REAGENT,,8,Botol,4500,15000,
"NaOH 0,05 N PA 50 ml",LARUTAN REAGENT,,10,Botol,1500,15000,
Reagen Bouchardate,LARUTAN REAGENT,,97,ml,340,3500,
CH3COONa 1 M PA,,,90,ml,230,700,
Ethanol 96% PA 500 ml,,,10,Botol,60000,170000,
Ethanol 96% PA 100 ml,,,6,Botol,10000,38000,
Tutup Vial 100-500 ml,,,2,Pcs,500,1000,
Tetrahidrofuran / Tetrahydrofuran C4H2O THF,,,1410,ml,1170,3000,
NaCl 30% PA,,,976,ml,200,800,
Kertas Lakmus Biru / Litmus Paper Blue Pudak,,,3,Pack,7150,18000,
"HCL PA 0,1 M/N 100 ML",,,6,Botol,2000,35000,
FeSO4.7H2O PA Pudak,,,1500,ml,2000,4000,
Botol Kaca Gelap 10 ML,,,5,Pcs,1800,2500,
NaOH�1% 50 ml,,,10,Botol,2000,10000,
Folin ciocalteu's 7.5% 20�ml,,,10,Botol,6500,15000,
KI Jenuh 5 ml,LARUTAN REAGENT,,9,Botol,10000,45000,
"HCL PA 0,1 M/N 50 ML",,,9,Botol,1500,18000,
Dimetyl Sulfoxide / DMSO 10% 15 ml,,,10,Botol,3000,12000,
Timbangan Digital Scale 500g / 0.01g,,,1,Pcs,45000,65000,
NaOH 7 M PA 100 ml,LARUTAN REAGENT,,10,Botol,6000,35000,
Gunting Lipat Kecil Stainless,,,9,Pcs,2000,3500,
Kertas Lakmus Merah/Biru Litmus Paper Red/Blue,,,4,20 Pcs,7150,15000,
Kimtech Kimwipes Tisu Tissue Lensa Optik Kacamata EX-L,,,1,Pack,29000,40000,
BURET Kran Kaca PYREX 50 ml,,,2,Pcs,85000,210000,
Magnetic Stirrer 78-1 Hotplate,,,1,Set,569000,768000,
Sodium Hydroxide / NaOH Teknis 592 gr,,,1,Pack,10000,26000,
Potassium Hydroxide / KOH Teknis 320 gram,,,1,Pack,16000,38000,
Belerang Bubuk / Sulfur Powder 740 gr,,,1,Pack,20700,42000,
TURBIDIMETER 0-200 NTU,,,1,unit,1950000,2415000,
HI 38054-100 Replacement reagents for Ozone 100 test Hanna HI38054-100,,,1,unit,985000,1230000,
Digital Grain Moisture Meter AR991,,,1,Set,180000,335000,
Magnetic Stirrer 78-1 Hotplate Magnetik Strirer,,,1,Set,568000,768000,
"1 - Naphtol / ALFA Naphthol / NAFTHOL 0,5 gr",,,10,Pack,9000,13000,
Sodium Hydroxide Pellets PA NaOH 50 GR,,,8,Pack,10000,45000,
Sulphuric Acid / H2SO4 PA 1%,,,346,ml,125,500,
HCL 1 M Eceran,,,280,ml,100,800,
Asam Asetat 5% Teknis 100 ml,,,30,Botol,500,6000,
Ethanol 90% Teknis,CAIRAN TEKNIS,,25,Liter,14000,34000,
NBF 10% 50 ml,,,31,Botol,5000,17000,
Tris Base (MB Grade) Eceran,,,1,Gram,7000,7500,
Bromthymol Blue BTB 85 ml,,,1,Botol,85000,115000,
ACETHYLTHIOCHOLINE Sigma A5751-250MG,,,1,Botol,497280,700000,
"H2SO4 0,225 N",,,30,Liter,5000,45000,
"FeCl3 0,02 M 100 ml",,,2,Botol,4000,30000,
Benzenesulfonyl Chloride For Synthesis Merck 8.00470.0500,,,1,Botol,695970,1089000,
Larutan Indikator Methylene Blue 50 ml,,,33,Botol,3000,20000,
Ethanol 70% PA 250 ML,,,32,Botol,24000,80000,
Ongkir,,,8,Pack,4500,5000,
Spirtus 100 ml,,,7,Botol,1400,7000,
"NaOH 0,1 N PA",,,79,ml,20,300,
"Membrane Filters 0,45 D 25mm",,,25,Pcs,2150,9000,
"NaOH 0,05 N PA 100 ml",,,30,Botol,3000,25000,
Indikator Amylum 1%,,,143,ml,20,800,
H2O2 Teknis / Hydrogen Peroxide 30%,,,30,Liter,10000,40000,
Tabung Reaksi PYREX 25 x 300 mm,,,2,Pcs,12500,40000,
NaCL 30% PA 50 ML,,,32,Botol,8000,20000,
Asam Asetat 1% PA,,,313,ml,40,400,
Sulphuric Acid 98% / H2SO4 PA 500 ML,,,2,Botol,133500,315000,
Petri Dish 60 x 15 mm,,,1,Pcs,12000,20000,
Acetone PA 500 ml,,,11,Botol,90000,235000,
Potassium Iodide / Kalium Iodide / KI PA 100 gr,,,1,Botol,150000,375000,
SODIUM THIOSULFAT / Na2S2O3 Teknis 150 gr,,,10,Pack,3150,15000,
Barium Chloride / BaCl2 Teknis 100 gr,,,9,Pack,13400,20000,
Hydroxylamine Hydrochloride 100 gr,,,1,Pack,275813,475000,
"Buffer Sodium Tetraborate / borax pH 8,3 100 ml",,,32,Botol,4000,28000,
Botol Plastik 500 ml Mulut Lebar,,,28,Pcs,4500,5500,
NaOH 1 N PA 100 ml,,,33,Botol,3000,20000,
H2SO4 3 M 500 ML,,,20,Botol,4500,30000,
Asam Asetat 3 M,CAIRAN TEKNIS,,21,Liter,5500,40000,
Sumbat Karet NO 4 cm Hitam,,,18,Pcs,3000,6000,
